text,date,rating,has_official_reply,reactions_total
"Худший университет. Никакой организованности, не поступайте.",2 января 2024,1,True,20
"Не поступайте ни в коем случае!
Я отучился на маркетолога, за 4 года я могу назвать только 2 преподавателей, которые дали хоть что то полезное, образовательная программа создана каким то клоуном, который понятия не имеет о том, что такое маркетинг. Отвратительное обслуживание студентов в ЦОС, больше всего вопросов к Комар Кожахметовне. Я учился на платном, за такие деньги можно было пройти несколько профильных курсов и уже зарабатывать нормальные деньги, а не бегать за неадекватными преподавателями. Сберегите свои нервы и время. Если есть возможность, лучше поступайте за границу.",30 декабря 2023,1,True,21
Преподы жестко топят студентов. Неорганизованность. Деканат не на стороне студентов,23 декабря 2023,1,True,25
"Как приятно когда здания университетов реконструируют под нужды студентов..Одно из первых зданий кто претерпел реконструкцию 🥰😍красиво, стильно, практично..",23 декабря 2023,5,True,2
"Прошу внимательнее подходить к выбору преподавателей и не принимать их без должного внимания. Их личные предубеждения и неприязни могут серьезно отразиться на образовательном процессе и качестве обучения студентов. Уверен, что будущие первокурсники не захотят выбирать этот университет, если ситуация с подбором преподавателей не изменится.",17 декабря 2023,1,True,25
Работа ПК на наивысшем уровне👍🏻,14 декабря 2023,5,True,4
"Преподователи слабые очень, они магистранты вроде, не могут ничему толком научить, из- за этого мне приходится дополнительно дома изучать и тратить еще больше времени, потому что сами препода не умеют объяснять. можно было поорганизованнее, мой совет если хотите сюда в айти сферу, лучше выберите другой ВУЗ. А насчёт корпуса и т.д. все хорошо. Одним словом разочарование есть некое.",8 декабря 2023,2,True,24
"В целом, красивый универ, выглядит цивильно и просторнее, чем тот же иняз (казумомяумяу), но вот я хотела попасть на грант. Там уточнила, а когда позвонила, мне сказали: «мол, вы всё профукали, какой грант в этому году? Теперь летом.» Но мы с мамой спустя два месяца решили снова прийти, чтобы уточнить, и сказали, что есть время. Так что прошу больше так не дезинформировать людей и определиться с информацией.",7 декабря 2023,3,True,6
"Считайте мою оценку за ноль звезд! Худший университет с очень слабым образованием, слабый преподавательский состав, очень некомпетентный декан (он вообще есть?:). Т.к если подойти с вопросом или с проблемой в надежде что он поможет ее решить, он просто повесит всю вину на самого студента) Слабое приложение университета, которая во время рубежных контролей тупо не работает. Короче, не нужно вестись на красивый кампус или рекламу в интернете, на самом деле все плачевно",5 декабря 2023,1,True,35
"Ужасный универ, то что написали ниже о проблеме университете все правда. НЕ ПОСТУПАЙТЕ СЮДА если не хотите страдать",4 декабря 2023,1,True,15
"всё супер , отлично!",29 ноября 2023,5,True,2
The best uni ever,26 ноября 2023,5,True,0
"Я не желею что поступила на Нархоз все преподаватели уан лав 🫶🏻 В университете самое главное научить сделать все для себя. Есть конечно кое какие нюансы но это есть у всех университета из за этого нельзя оставлять плохой комментарии . Вы же здесь учитесь ,получаете образование . Говорят же су ишкен құдығына тукирме деп так что өзің оқып жатқан универінді бир минусына бола жамандама",24 ноября 2023,5,True,3
"Самый лучшие преподаватели, самое лучшее образование, оборудованы все аудитории новейшими технологиями",22 ноября 2023,5,True,3
"Хороший современный университет, поступил в этом году, интересный дизайн зданий, есть военная кафедра, учителя почти все современные и студенты приветливые и общительные, ещё присутствует военная кафедра, и обучение английскому языку и то что диплом этого университета имеет влияние и на Европе",22 ноября 2023,5,True,3
Альма Матер♥️,26 октября 2023,5,True,2
"ужасный вуз, не поступайте(",21 октября 2023,1,True,23
"Ужасно я не могу описать как можно за такие бабки такой сервис платонус канвас.
Не расписание поставить нормального иза чего оно у меня ужасно и выбора предметов не было вообще по сути.
В этом университете даже справку нормально нельзя сдать.
Канвас то задание нет то оно не отгружается то оценки исчезают.
Да нехвотает ознакомление с специальностями еще.",19 октября 2023,1,True,19
Хорошо работает лишь отдел маркетинга.,12 октября 2023,1,False,15
"Отучилась здесь на магистратуру. Мой совет: если хотите нервотрепок и никакого знания , то вам сюда. У учителей вечные проблемы с руководством, то зарплаты урезали, то регалии не те дали. Короче, каждый преподаватель жалуется, и никакого знания не дает.
Во-вторых, отдел регистрации и вообще весь отдел документации, ужасно работают. Одни молодые девчонки.
Пришла забирать документ, они потеряли мои документы, и говорят найдите сами, только потом можем вам подписать. И так футболили 2 часа. В итоге единственная адекватная нашла их, и подписалась. А девушка имя на Р, в 143 кабинете, можете смело увольнять. Видно что новенькая, но посоветоваться могла бы у опытных.
Одним словом, никогда не буду советовать своим ученикам данный универ.",11 октября 2023,1,True,17
Красивый современый университет.,11 октября 2023,5,True,0
"Прочитал отзывы, большинство гневных комментариев были про Platonus. И я хотел бы разяснить про это. Учителя тут самые лучшие, отличные знания дают. Эдвайзеры тоже хорошие. В этом году была проблема, нархоз переходил с Canvas на Platonus. Начали переность в начале семестра, могли бы летом сделать. Из-за того что не до конца перенесли возникали случаи с расписанием и т.д. У всех университетах с кастомной расписанием в день открытия большой наплыв на сервера сайта и сам сайт невыдерживая ломается. (""Это база""). Так что в начале семестра будут проблемы с сотсавлением расписания (минимум 1 день, максимум 2 дня). Насчёт уроков с старшекурсниками, они тоже как и ваши дети впервые проходят данную дисциплину (не считая людей которые в прошлом не сдали эту дисциплину).",2 октября 2023,4,True,11
"У универа только внешний облик красивый. А внутри 👎🏻 иммется в виду отношение деканата к студентам, платонус канвас вечно тупит. Хелпдеск спит",1 октября 2023,1,True,26
"Альфия Искакова лучший эдвайзер
Решила мою проблему за 2 минуты, в прямом смысле",27 сентября 2023,5,True,6
"024 Каб. Ужасно консультируют…
Ничего не могут объяснить, просто пихают постоянно одно и тоже «посмотрите в ютубе» И так далее. Все и так прекрасно знают что в ютубе есть все. Но раз человек пришел не легче уже объснить? А не указывать на очевидное с недовольным лицом. Ужас.",27 сентября 2023,1,True,21
"Самый лучший универ) мы еще учились до ремонта, при нас название универа менялось 3 раза. Ректор тогда был Криштоф потом уже хз кто😂 но универ подарил нам классные воспоминание. Дворик, творческий кафе и кафе зачет🥲 самый лучшие учителя, ой сколько слез и нервов оставляли) но кстати многим нам диплом пригодился👍 ребята Нархоз зебест 🥹🥹🥹",25 сентября 2023,5,True,8
"Вузовское начальство, вы собираетесь что-то делать с бардаком, который происходит в вашем университете? Мы родители первокурсников теряем терпение. После вашей активной рекламы мы были обмануты и разачарованы в организации учебы наших детей. Не знаем к кому обратится за помощью и вообще шокированы. Стоит привлечь журналистов и министерство? Идет третья неделя, а наши дети все еще не зарегистрированы. Занятия не проводятся, постоянные срывы, не приходят преподаватели по расписанию. Каждый день меняется расписание, меняются преподаватели. Дети учатся на русском отделении, а с ними сидят дети с казахского и английского отделений?! Что это за качество? Мало того, первый, второй и третий курс перемешаны. Полный бардак и хаос! Аудитории переполнены - никакого внимания детей не получают нормального! Неужеди нельзя нанять грамотных специалистов, которые начнут наконец-то решать проблемы детей по регистрации и расписанию? Купились на вашу рекламу и хорошие отзывы, которые видимо были куплены?
Детям говорят о том, что их якобы регистрирует автоматическая система – компьютер, на деле слышат информацию о том, что это делают вручную эдвайзеры и работники деканата для избранных детей. А остальные?
Куда смотрит руководство? Кто-то вообще за это отвечает??? На третьей этаже в деканате вообще орут на детей! Мы так-то деньги платим. И за что, чтобы наших детей оскорбляли??? Планируем после 1 семестра забрать своих детей!!!!",22 сентября 2023,1,False,29
"Учусь в этом универе на 4 курсе, ужасно все, отношение к студентам, работников не хватает, каждый год меняют платформу, эта платформа вечно выдает ошибку, уже 14 сентября до сих пор не зарегистрирована на все предметы.
4 года мне нужна справка для цона, все эти 4 года хоть один раз не могут сделать справку эту нормально, всегда что то забывают,то год не правильно напишут, то вообще пару строчек пропустят, никто ничего не хочет делать, поскорей бы закончить и забыть как страшный сон об этом универе.",14 сентября 2023,1,False,31
Ужасный универ! Түсем деп жүргендер ойланыңдар сырты бүтін болғанымен іші түтін,11 сентября 2023,1,False,29
"Поступили в Нархоз в этом году (бакалавр), полный бардак. Никто ничего толком не объясняет, к эдвайзеру попасть никак, уже 6-й день как все студенты стоят в очереди с талоном по 6-8 часов, ровно в 18.00 эдвайзеры уходят!
На платонусе регистрацию пройти не могут, никакой живой оперативной помощи.
Вроде представляетесь лучшим вузом страны, но все очень сложно!
И еще отправили учиться в старое здание! Никакой мотивации для первых курсов!",11 сентября 2023,1,False,41
"Қазақша тілді төмен ұстайды бұл университетте, көбісі мәңгүрттер. Не қазақ емес, не орыс емес. Өздерін солай қалалықпыз деп сезінетін секілді. Қазақша сұрасаң орысша жауап береді, тіпті сол жерде жұмыс істейтіндердің өзі қазақша білсе де орысша жауап береді. Одан бөлек бұл жерде ешкімде жауапкершілік жоқ, бір тірлігіңді шешуге 1 жылың кетеді. Теперь, пишу на русском для тех кто не понимает на казахском об этом университете: Не отвечает на звонки, никак не дозвониться до эдвайзеров. На почту не отвечает, короче полный бардак. Ребята кто хочет поступать сюда, подумайте дважды.",11 сентября 2023,1,False,43
"Расписание ели ели , всё проблемное с первых дней , физра у вас со 2 курса будет , маркетинг хороший , нас вообще в старый корпус отправили там как коледж , толпа создаётся всегда",9 сентября 2023,1,False,13
"Надо думать не только о деньгах, а о людях и своей репутации тоже. Помогать надо, а не топить.",8 сентября 2023,1,False,19
"Организованность 0 ответсвенность 0
Скидывают ИУП по которому ты должен зарегистрироваться, но мест нет. Вопрос почему они не расчитывают места исходя из количества студентов. Никто не помогает в решении данной проблемы. Лучше выбирать вуз из своего города чем ехать сюда. Этот Универ оставил самые худшие впечатления",7 сентября 2023,1,False,21
Универ порожня түспендер қиналып қаласындар натури түспендер,6 сентября 2023,1,False,17
"хотите убить свои последние нервные клетки?
И просирать свое время постоянно ждя очередь? Добро пожаловать в Нархоз!!!
Организованности полный ноль! Никто не может решить твои проблемы и только отправляют тебя по кабинетам с 5 этажа на 1 и обратно. В коридорах стоит духота от очереди из ста человек который так же как и ты бегают по всему университету. Кураторов нет так что при поступлении включайте свои навыки экстрасенса и ищите кабинеты где вам помогут. Эдвайзеры это вообще отдельная тема с их манерой общения к студентам и недовольным лицам надо сидеть у подъездов и осуждать людей как будто хабалок с базара набрали и то те же самые хaбалки обращались бы со студентами лучше. На вопрос кто нам может помочь ответ НИКТО!
Мои наблюдения показали что студенты которые имеют при себе бафф виде родителя с собой получают ускорение и не стоят в очередях потому что мама все решит и всех поставит на место так что советую брать из с собой очень полезная вещь о которой я недавно узнала
Вроде платишь нормальные деньги а помочь тебе никто не может
Из плюсов можешь смело ходить теперь в больницу без мамы и разговаривать со врачами
Постоянные проблемы с сайтами и тд
Полная неорганизованность университета и ужасное обращение со студентами.",6 сентября 2023,2,False,25
Пипец Платонус,5 сентября 2023,1,False,6
"не организованный система, работники ничего не умееть сделать, говорить только мы нечего не можем сделать это система сделал",5 сентября 2023,1,False,13
"ППС топовый (некоторые только,не все,но от себя самые топовые преподы Арганчиева Динара, Венера Хайруллаевна, Куралай Мадияровна), Кампус очень Хороший в нем круто учиться, но есть Минус в том, что кондиционеры есть только в некоторых аудиториях, в большинстве их просто нет, потому аудитория превращается в парилку, но да наши аудитории лучше чем в 70% аудиторий в Университетах Казахстана. Также при поступлении у вас не будет ни групп, ни кураторов. Так что если будут проблемы решаете их сами с помощью смекалки. Университет научит вас выпутываться с разных проблем как мелких таки с тех проблем когда у вас первый урок с 4м курсом, а вы Перваш:) Офис Эдвайзеров не даёт нормальную консультацию только и умеют посылать туда сюда по кабинетам. Про расписание: (*Если вы перваш) тут вы его составляете сами, но Языки вам поставит Офис Регистратор. Не удивляйтесь если будете ехать в университет в 9:00 а потом ждать пару которая в 16:30, живя где-то в селе. Офис Регистратору и Офису Эдвайзеров на всё абсолютно плевать.
А ну и ещё один прикол мы учимся в субботу:)
Плюс Нашего Университета: Если вы поступили в 2022 то вас Балмуздаками звать не будут, но если поступили позже то хз. У ну конечно же у нас есть преподы которые завалят вас так что выбирайте с умом и просто молитесь. Абики снимите пожалуйста свои розовые очки, у нас не радужно как приёмка вам расскажет, у нас завал на завале. Я делаю Дедлайны своевременно, а они не заканчиваются. Я вроде грантник и у меня есть стипендия, а Я уже думаю что скоро ее лишусь. Ах ну и самое главное Физра. Никто в университете почти не знает инфу как посещения работают и сколько нужно 10 / 15. И да наш университет очень любит Летники:)",3 сентября 2023,1,True,42
"Начнем с того, что кампус очень красивый как снаружи, так и внутри. Насчёт образование тоже никаких претензий нет, учителя как учителя ничего особенного.
Но несмотря на вышеперечисленные аспекты, хватает и недостатков. За счет кампуса повышенная реклама и огромное количество поступающих, за счет чего страдает сам университет. Основной акцент делается для первашей, а дальше вы сами по себе
Вам гарантируют весёлую жизнь и незабываемые ощущения, НО нехватка общежития, неорганизованность администрации, проблемы с регистрацией занятий, перебор с набором студентов
При поступлении нам сказали, что все будут обучаться в главным корпусе, но после большого потока первашей, некоторые предметы придется частично учить на втором корпусе который находится на Саина.",3 сентября 2023,2,False,11
"Очень очень НЕорганизованные. Из-за того, что все еще есть проблемы с корпоративными почтами первокурсников, учебу перенесли на 6 сентября, а не на 4. В приемной комисси сидят второкурсники, которые не успевают ответить на вопросы абитуриентов. Что за бардак такое?! Куда смотрит ректор?! И вина не в абитуриентах, не в этих второкурсников, а вина в главных людях в университете, один из них ректор! Куда смотрит Утемуратов?! Ужас!",2 сентября 2023,1,False,14
"Зачем набирать столько студентов, если не могут навести порядок банально в расписании. Студенты вынуждены сидеть часами за компьютером и ждать, когда же откроется регистрация на дисциплины. Послезавтра начинаются занятия, а мы до сих пор сидим как в тумане и ничего не знаем. 0 организованности. Новые технологии и красивый кампус даже на 10% не перекрывают те огромные минусы, имеющиеся в университете.",2 сентября 2023,1,False,17
Откройте нормально регистрацию!!!😡😡😡,2 сентября 2023,1,False,20
самый доброжелательный персонал,31 августа 2023,5,True,0
Замечательный университет по всем параметрам,29 августа 2023,5,False,0
Наш университет 👍,29 августа 2023,5,False,0
"Отличный кампус , шикарные 2 террасы и шикарный ботанический сад",28 августа 2023,4,False,1
Один из лучших + классный кампус,28 августа 2023,5,False,0
лучший вайб студентческой жизни,28 августа 2023,5,False,0
"Новое начало жизни мечты для многих, особенно для тех, кто хочет яркой, активной студенческой жизни🤩отдельное спасибо приемной комиссии за качественную помощь(Жанель и Мейржан), самый лучший уник",28 августа 2023,5,False,0
"С самого момента, как я ступил на территорию этого университета, меня охватило ощущение, что я попал в абсолютно новый мир. Это было не просто учебное заведение, это был центр инноваций, стиля и знаний. Университет впечатлил меня с первых минут, и я рад, что имею возможность поделиться своим опытом.

Один из основных аспектов, который делает этот университет по-настоящему крутым, - это фокус на инновации. Здесь каждый день словно пропитан стремлением к новому и к нестандартному подходу к решению проблем. Преподаватели не только передают знания, но и воодушевляют нас искать новые пути решения, искать лучшие варианты. Мы обсуждаем актуальные темы, проводим исследования, создаем проекты, которые могут изменить мир. Эта атмосфера креативности и разнообразия действительно захватывает.

Университет также выделяется своим стилем. Архитектура зданий, дизайн кампуса, обстановка в аудиториях - всё продумано до мельчайших деталей. Каждое пространство вдохновляет к учебе и саморазвитию. И это невероятно важно, потому что окружение оказывает огромное влияние на наше обучение и наше восприятие мира.

Но самое ценное - это, конечно же, знания. Преподаватели этого университета - настоящие эксперты в своих областях. Они не только обладают глубокими знаниями, но и умеют их интересно и понятно передавать. У нас есть возможность общаться с ними не только в рамках занятий, но и вне аудитории. Это создает невероятную атмосферу обмена опытом и общения с теми, кто действительно владеет знаниями.

В заключение, могу сказать, что этот университет - настоящая жемчужина в мире образования. Здесь я нашел не только знания, но и вдохновение, стиль и друзей среди единомышленников. Если вы ищете место, где смешиваются инновации, стиль и знания, то этот университет - ваш идеальный выбор. Я горжусь тем, что являюсь его частью, и с нетерпением жду каждого нового учебного дня, чтобы продолжить свой увлекательный путь обучения здесь!",28 августа 2023,5,False,2
Не желею что выбрал этот университет,28 августа 2023,5,False,0
"Хорошие возможности, преподаватели",28 августа 2023,5,False,1
люблю свой университет),28 августа 2023,5,False,1
Просто суперррр мне нравится 😻😻😻😻хорошая учительницы есть,28 августа 2023,5,False,2
Очень хороший универ❤️,28 августа 2023,5,False,1
Хороший универ!,28 августа 2023,5,False,1
Самый лучший университет 😍,28 августа 2023,5,False,1
Очень хороший парковка,28 августа 2023,5,False,1
"Очень красиво, люди приятные",28 августа 2023,5,False,1
👍🏼 очень приятно проходит студенческая жизнь,28 августа 2023,5,False,1
Приемная комиссия супер. Очень вежливые,28 августа 2023,5,False,1
Классный уник,28 августа 2023,5,False,1
"Большой минус вам что не можете предоставить общежитие для иногородних первокурсников 👎
Стройте общаги для студентов.
Кстати, куда жаловаться? В акимат? Они вроде сейчас несут персональную ответственность за это",28 августа 2023,3,True,3
Докторантура дала мне много положительных воспоминаний и открыла двери в научный мир,28 августа 2023,5,False,1
"Замечательный вуз, сестренка поступила. Все условия есть для развития студента!",27 августа 2023,5,False,3
Крутой универ!,26 августа 2023,5,False,3
Прекрасный персонал и отличная работа,26 августа 2023,5,False,3
"Настолько ужасный сайт, что братишку оставили перекурс, сайт сначала показывал одни цифры, потом когда на носу учеба говорят другие цифры и при этом никак не могут помощь решить! Хотите себе потрепать нервы и потратить дофига миллионов, поступайте в нархоз! Снаружу красиво, внутри система сайта полный кошмар!",25 августа 2023,1,False,3
"Отличное здание 👍 кабинеты оснащены полностью, есть зона отдыха в коридорах. Сотрудники охранной службы очень вежливые",21 августа 2023,5,True,2
"Приемный комиссия жұмысын 10 балмен бағалауға тұрарлық , еш қиындықсыз жылдам документімізді тапсырдық 👍",20 августа 2023,4,True,0
"Это издевательство, связь только для поступающих, для студентов которые уже учатся по каким либо вопросам, особенно в летнее время, это обращения на почту, на которой нет обратной связи- не ответа не привета. Как я как представитель студета, родитель, должна связаться чтоб получить информацию? На звонки нет ответа, автоответчик бесполезен. Почему нет ни каких контактов и нет связи?",19 августа 2023,2,True,4
"Университет не помог с поиском места практики. Все повесили на студентов, и предупредили за 10 дней всего... Считаю что это очень низкий уровень уважения к собственным студентам.",18 августа 2023,1,False,3
Нравится оформление. Приятно там проходить.,14 августа 2023,5,False,0
"Обещали практику на 3 курсе, итог, нам сказали нет, только на 4, и то это преддипломная.",13 августа 2023,2,False,3
невероятный универ,30 июля 2023,5,False,1
я тут какал😂👍🏿,21 июля 2023,5,False,20
Современный крутой университет!,20 июля 2023,5,False,1
"Очень удобно организовали подачу на грант. Очередей почти нет, прохладно, кофейня",15 июля 2023,5,True,8
"спасибо Нархозу за организованность и коммуникабельность, сделали все условия для комфортной сдачи документов, приёмная комиссия работает хорошо, никаких минусов )🙌🏻",15 июля 2023,5,True,2
Современный университет с большой историей !,14 июля 2023,5,False,1
В первом же курсе осталось на летнике а так нормально 🤣,13 июля 2023,2,False,4
"классные преподаватели🔥 всегда помогут, выслушают и идут на встречу💗 кампус вообще 🔝
тут пишут про администрацию, что плохо работают но, за один год учебы такого не видела. сразу дают обратную связь и решают твою проблему. классный Университет, всем советую😌",13 июля 2023,5,False,3
"Любимый универ
Отучилась 2 года. Только два раза ходила к эдвайзеру. Так как никаких проблем возникало. Преподы лучшие, хорошо знают материал (особенно социологи).Возможно из-за большого потока 1 курсников у них возникли проблемы. После реконструкции стало приятнее учиться.",13 июля 2023,4,False,2
"Уважаемая администрация университета Нархоз!Мы родители, уже второй день не можем получить справку,что наша дочь учится в вашем университете.Пожалуйста разберитесь ,неужели получить справку нужно три рабочих дня ???Беспредел!!!",12 июля 2023,1,True,2
"Отличный ремонт сделали универу. Думаю что учат как и раньше, но теперь намного приятнее находиться здесь.",3 июля 2023,5,False,1
"У самой не было проблем с универом. Все преподы, у которых я училась, следили за академ честностью и многие были понимающими. Но наблюдала, как некоторые их них снижали оценки из-за личной неприязни. Так же неудобно то, что нужно самим составлять расписание, так как бывают большие окошки. Отучилась пока первый год, посмотрим как дальше будет проходить обучение.",27 июня 2023,4,False,6
"поступил в прошлом году, 1 курс прошел отлично, конечно проблемы мелкие есть(как и в любом другом вузе), но позитивных эмоций горааааздо больше.",23 июня 2023,5,False,6
"Здравствуйте, отчислилась добровольно в 1 курсе, теперь не могут дать элементарно обходной лист , каждый раз новые отмазки и так уже год прошло с тех пор как не могут вернуть аттестат, ужасно просто",21 июня 2023,1,False,15
"Самый худший университет Который я знаю так как я училась до 2 курса и отчислилась , преподаватели некоторые хорошие (50%)реально учат но есть и те которые просто с презентации повторяют , летник не открывали когда хотелось учится а теперь и цены повысили . Советую этот университет тем кто реально хочет потратить свои деньги на бумагу которая будет пылиться еще сотни лет пока не увидите свет белый и не повидаетесь с Богом.
А так сам корпус красивый и все относятся ОЧЕНЬ лояльно в кавычках .
Самый лучший препод Азамат агай который преподает по с++ .
Но даже ради такого хорошего препода не хочется ставить и 2-х звезд .
Любила учиться но университет все желание убило было бы -1 я бы поставила -1 звездочку)",18 июня 2023,1,False,13
"Богом забытый универ, обучение ниже плинтуса(большинство дисциплин) особенно ЮРФАК. Не вздумайте поступать. Не знаю как у всех лично меня загасили по предметам когда я учился.",6 июня 2023,1,False,9
Отличный кампус,6 июня 2023,5,False,2
Ребята два раза подумайте прежде чем поступать! Им главное вас на летник оставить.,31 мая 2023,1,False,38
Не нравиться,28 мая 2023,2,False,4
"В целом хорошо, лишь один факт испортил все!",25 мая 2023,3,False,2
Я перваш и мне в целом весь университет понравился. Преподы хорошие и знают свой материал хорошо. Поесть можно где. Поспать можно где. Обучение относительно легкое. В общем топ.,25 мая 2023,4,False,5
"Ничего хорошего в этом университете не ждите, да, есть хорошие преподаватели, но в сожалению их очень мало. В данном университете учителя позволяют себе снижать оценки без обоснования, из за личной неприязни. Также преподаватели могут игнорировать студентов, не отвечать на почту и так далее! Я учусь на первом курсе, поступала сюда с мыслями о качественном образовании, но из качественного тут только ремонт. Нархоз отбил полное желание учиться, к счастью могу сказать что отчисляюсь отсюда, если хотите получить нервные срывы, седые волосы и депрессию, то добро пожаловать в НАРХОЗ!
P.s никакой помощи от эдвайзеров и деканата не ждите, ваши заявления примут лет через 500, и ничего толкового не скажут.",22 мая 2023,1,False,42
